"landing_site","acuaculture_production","est_aquaculture_production","est_aquaculture_certainty","aquacultureFLAG_landing.site"
"NICOLAS NIPAROLI (CULT.)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"CABO VIRGENES","NO","no, as reported","estimate is consistent with original report","NO"
"AGUAS LITORALES (LA PAZ)","NO","no, as reported","estimate is consistent with original report","NO"
"LA CARDONOSA","NO","no, as reported","estimate is consistent with original report","NO"
"NO TIENE","NO","no, as reported","estimate is consistent with original report","NO"
"COSTA AZUL (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"ENSENADA EL PULGUERO","NO","no, as reported","estimate is consistent with original report","NO"
"BOCA DE LUGO","NO","no, as reported","estimate is consistent with original report","NO"
"RIO ELOTA","NO","no, as reported","estimate is consistent with original report","NO"
"MORRO LOS FRAILES","NO","no, as reported","estimate is consistent with original report","NO"
"LOS AZABACHES","NO","no, as reported","estimate is consistent with original report","NO"
"IXTLACUAHUILT CHICOX","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA GUADALUPE","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA GALLITO (EN SANTA ROSALIA)","NO","no, as reported","estimate is consistent with original report","NO"
"BAHIA DE PUERTO ANGEL","NO","no, as reported","estimate is consistent with original report","NO"
"EL COLORADITO","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA BAHIA DE SAYULITA","NO","no, as reported","estimate is consistent with original report","NO"
"MANO PANTERA","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA MORENA","NO","no, as reported","estimate is consistent with original report","NO"
"MUELLE DE SANIMAR (LA PAZ)","NO","no, as reported","estimate is consistent with original report","NO"
"CUEVAS, LAS","NO","no, as reported","estimate is consistent with original report","NO"
"DISTRITO DE RIEGO #26","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTA DE LA LIMA","NO","no, as reported","estimate is consistent with original report","NO"
"LAS BRISAS (CULT.)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"BAJA VENECIA","NO","no, as reported","estimate is consistent with original report","NO"
"MEXICALI","NO","no, as reported","estimate is consistent with original report","NO"
"EL ROBLE SAN RAFAEL","NO","no, as reported","estimate is consistent with original report","NO"
"EN MOCHIS","NO","no, as reported","estimate is consistent with original report","NO"
"EL OSTIONAL (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"CAMPO DE LIMONES","NO","no, as reported","estimate is consistent with original report","NO"
"EL ESTERON","NO","no, as reported","estimate is consistent with original report","NO"
"ESTERO DE LOS GIOTES","NO","no, as reported","estimate is consistent with original report","NO"
"EL CAJETE","NO","no, as reported","estimate is consistent with original report","NO"
"ATRACADERO HOTEL ROSITA","NO","no, as reported","estimate is consistent with original report","NO"
"PUERTO ALMEJA","NO","no, as reported","estimate is consistent with original report","NO"
"ESTERO LA GATA","NO","no, as reported","estimate is consistent with original report","NO"
"EMBARCADERO ZOMATLAN","NO","no, as reported","estimate is consistent with original report","NO"
"VENA PUERCA","NO","no, as reported","estimate is consistent with original report","NO"
"ANEXO EMBARCADERO SAN MIGUEL","NO","no, as reported","estimate is consistent with original report","NO"
"LA BRECHA (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"LOMAS DE MONTERREY","NO","no, as reported","estimate is consistent with original report","NO"
"DISTRITO DE RIEGO NO.75","NO","no, as reported","estimate is consistent with original report","NO"
"PRESIDIO","NO","no, as reported","estimate is consistent with original report","NO"
"PUENTE QUILA","NO","no, as reported","estimate is consistent with original report","NO"
"CA�ADA EL PALILLO","NO","no, as reported","estimate is consistent with original report","NO"
"PE�ASCO","NO","no, as reported","estimate is consistent with original report","NO"
"LOS BA�OS","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA PE�ITAS","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA DE LA PE�ITA DE JALTEMBA","NO","no, as reported","estimate is consistent with original report","NO"
"PIEDRAS GORDAS (EN ISLA CERRALVO)","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA COLORADA (EN SANTA ROSALIA)","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA CONCEPCION","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA ARENA ( EN LOS CABOS)","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA LA PARTIDA","NO","no, as reported","estimate is consistent with original report","NO"
"BOQUITAS","NO","no, as reported","estimate is consistent with original report","NO"
"VARDERO LAGUNITAS","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA PIEDRA (EN ISLA SAN MARCOS)","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA PRIETA II (EN SANTA ROSALIA)","NO","no, as reported","estimate is consistent with original report","NO"
"CALAMAJUE","NO","no, as reported","estimate is consistent with original report","NO"
"SALINAS","NO","no, as reported","estimate is consistent with original report","NO"
"RESPONDEREMOS A MEXICO (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"PRESA CAJON DE ONAPA","NO","no, as reported","estimate is consistent with original report","NO"
"EL MOJON","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA LA VIBORA","NO","no, as reported","estimate is consistent with original report","NO"
"PIEDRA BOLAS","NO","no, as reported","estimate is consistent with original report","NO"
"LA TRINIDAD","NO","no, as reported","estimate is consistent with original report","NO"
"PLAYA LA SORPRESA","NO","no, as reported","estimate is consistent with original report","NO"
"FTE. AL CALLEJON PLAYA DE SAN CAYETANO","NO","no, as reported","estimate is consistent with original report","NO"
"LOS VALLECITOS","NO","no, as reported","estimate is consistent with original report","NO"
"LA ANEGADA","NO","no, as reported","estimate is consistent with original report","NO"
"BUENOS AIRES ELOTA SINALOA (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"TRES CERRITOS","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA PARTIDA","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA LUPONA (EN ISLA ESPIRITU SANTO)","NO","no, as reported","estimate is consistent with original report","NO"
"ROCA LOBOS","NO","no, as reported","estimate is consistent with original report","NO"
"LITORAL (ESCUINAPA)","NO","no, as reported","estimate is consistent with original report","NO"
"BARRA LA TONINA (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"ISLA SANTA CATALINA","NO","no, as reported","estimate is consistent with original report","NO"
"ESTERO EL ERMITA�O","NO","no, as reported","estimate is consistent with original report","NO"
"LAS PIEDRITAS (CULT)","NO","yes, with high confidence","original report likely misreported; estimate differs from official report because landing site name suggests aquaculture with high confidence","YES"
"LAGUNA LAS FLORES","NO","no, as reported","estimate is consistent with original report","NO"
"LAS MARISMAS","NO","no, as reported","estimate is consistent with original report","NO"
"FLORE�O, EL","NO","no, as reported","estimate is consistent with original report","NO"
"SAN NICOLAS DE ACU�A","NO","no, as reported","estimate is consistent with original report","NO"
"PRESA CAJON DE PE�AS","NO","no, as reported","estimate is consistent with original report","NO"
"PRESA LA CA�ADA","NO","no, as reported","estimate is consistent with original report","NO"
"CHACALILLA (ATRACADERO)","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA ANGEL DE LA GUARDA","NO","no, as reported","estimate is consistent with original report","NO"
"TAPADA, LA","NO","no, as reported","estimate is consistent with original report","NO"
"PUNTA GORDA (EN LOS CABOS)","NO","no, as reported","estimate is consistent with original report","NO"
"CABILDO","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA SALSIPUEDES","NO","no, as reported","estimate is consistent with original report","NO"
"ESCUELA INGENIERIA PESQUERA","NO","no, as reported","estimate is consistent with original report","NO"
"LOS PINITOS","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA SAN DIEGO","NO","no, as reported","estimate is consistent with original report","NO"
"ISLA SAN LORENZO","NO","no, as reported","estimate is consistent with original report","NO"
"VALDEZ MONTOYA (PRESA)","NO","no, as reported","estimate is consistent with original report","NO"
"EL BARRIL B.C.N.","NO","no, as reported","estimate is consistent with original report","NO"
"BAJO SACRAMENTO O EL TIMON","NO","no, as reported","estimate is consistent with original report","NO"
"LA VIBORA (I. ANGEL DE LA GUARDA)","NO","no, as reported","estimate is consistent with original report","NO"
"SAN LUIS","NO","no, as reported","estimate is consistent with original report","NO"
